BarINum,BarNom,BarFOpe,BarFecOpeIni,BarFecOpeFin,BarFacPen,BarVtjOpe,BarVtjBas,BarSis,BarTip,BarSTxPNdEne,BarSTxPNdPot,BarEmp,BarAux,CenFalFBarAlt,CenFalBarAlt,BarFPri,BarPriAso,BarCliTip,BarFOpt,BarOptAso
47,Gaby 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Gaby 220,F,El Cobre 220,CliLib,T,Gaby 220
48,Iquique 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Iquique 066,F,Pozo Almonte 220,CliCmn,T,Iquique 066
49,KM6 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,KM6 110,F,Crucero 220,CliLib,T,KM6 110
50,La Cruz 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,La Cruz 220,F,Crucero 220,CliLib,T,La Cruz 220
51,La Negra 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,La Negra 110,F,Atacama 220,CliCmn,T,La Negra 110
52,La Portada 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,La Portada 110,F,Atacama 220,CliReg,T,La Portada 110
53,Laberinto 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Laberinto 220,T,Laberinto 220,CliLib,T,Laberinto 220
54,Lagunas 023,T,*,*,1,23,23,SING,TxT,50,6,SING,CNE,F,Lagunas 023,F,Lagunas 220,CliLib,T,Lagunas 023
55,Lagunas 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Lagunas 220,T,Lagunas 220,CliReg,T,Lagunas 220
56,Lince 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Lince 110,F,Atacama 220,CliLib,T,Lince 110
57,Lomas Bayas 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Lomas Bayas 220,F,Laberinto 220,CliLib,T,Lomas Bayas 220
58,Mantos Blancos 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Mantos Blancos 220,F,Atacama 220,CliCmn,T,Mantos Blancos 220
59,Mantos de la Luna 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Mantos de la Luna 110,F,Crucero 220,CliLib,T,Mantos de la Luna 110
60,Mejillones 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Mejillones 110,F,Atacama 220,CliCmn,T,Mejillones 110
61,Mejillones 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Mejillones 220,F,Atacama 220,CliLib,T,Mejillones 220
62,Minsal 023,T,*,*,1,23,23,SING,TxT,50,6,SING,CNE,F,Minsal 023,F,Laberinto 220,CliLib,T,Minsal 023
63,Minsal 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Minsal 110,F,Laberinto 220,CliLib,T,Minsal 110
64,Norgener 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Norgener 220,F,Crucero 220,CliLib,T,Norgener 220
65,Nueva Victoria 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Victoria 220,T,Nueva Victoria 220,CliLib,T,Nueva Victoria 220
66,Nueva Zaldivar 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Zaldivar 220,F,Laberinto 220,CliLib,T,Nueva Zaldivar 220
67,Oeste 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Oeste 110,F,Laberinto 220,CliLib,T,Oeste 110
68,Oeste 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Oeste 220,F,Laberinto 220,CliLib,T,Oeste 220
69,O'higgins 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,O'higgins 220,T,O'higgins 220,CliLib,T,O'higgins 220
70,Pacifico 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Pacifico 110,F,Condores 220,CliCmn,T,Pacifico 110
71,Palafitos 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Palafitos 110,F,Condores 220,CliCmn,T,Palafitos 110
72,Palestina 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Palestina 220,F,Encuentro 220,CliLib,T,Palestina 220
73,Pampa 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Pampa 110,F,Atacama 220,CliLib,T,Pampa 110
74,Parinacota 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Parinacota 066,F,Parinacota 220,CliLib,T,Parinacota 066
75,Parinacota 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Parinacota 220,T,Parinacota 220,CliReg,T,Parinacota 220
76,Pozo Almonte 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Pozo Almonte 066,F,Pozo Almonte 220,CliCmn,T,Pozo Almonte 066
77,Pozo Almonte 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Pozo Almonte 110,F,Pozo Almonte 220,CliLib,T,Pozo Almonte 110
78,Pozo Almonte1 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Pozo Almonte1 110,F,Pozo Almonte 220,CliLib,T,Pozo Almonte1 110
79,Pozo Almonte 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Pozo Almonte 220,T,Pozo Almonte 220,CliLib,T,Pozo Almonte 220
80,Pukara 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Pukara 066,F,Parinacota 220,CliCmn,T,Pukara 066
81,Quebrada Blanca 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Quebrada Blanca 220,F,Lagunas 220,CliLib,T,Quebrada Blanca 220
82,Quiani 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Quiani 066,F,Parinacota 220,CliReg,T,Quiani 066
83,Radomiro Tomic 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Radomiro Tomic 220,F,Crucero 220,CliLib,T,Radomiro Tomic 220
84,Salar 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Salar 110,F,Crucero 220,CliLib,T,Salar 110
85,Salar 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Salar 220,T,Salar 220,CliLib,T,Salar 220
86,Salta 345,T,*,*,1,345,345,SING,TxT,50,6,SING,CNE,F,Salta 345,F,Laberinto 220,CliLib,T,Salta 345
87,Spence 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Spence 220,F,Encuentro 220,CliLib,T,Spence 220
88,Sulfuros 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Sulfuros 220,F,Atacama 220,CliLib,T,Sulfuros 220
89,Sur 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Sur 110,F,Atacama 220,CliReg,T,Sur 110
90,Tamarugal 066,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Tamarugal 066,F,Pozo Almonte 220,CliCmn,T,Tamarugal 066
91,Tarapaca 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Tarapaca 220,T,Tarapaca 220,CliLib,T,Tarapaca 220
92,Tocopilla 005,T,*,*,1,5,5,SING,TxT,50,6,SING,CNE,F,Tocopilla 005,F,Crucero 220,CliCmn,T,Tocopilla 005
93,Tocopilla 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Tocopilla 110,F,Crucero 220,CliLib,T,Tocopilla 110
94,Tocopilla 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Tocopilla 220,F,Crucero 220,CliLib,T,Tocopilla 220
95,Uribe 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Uribe 110,F,Atacama 220,CliReg,T,Uribe 110
96,Zaldivar 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Zaldivar 220,F,Laberinto 220,CliLib,T,Zaldivar 220
97,Cerro Balcon 110,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Cerro Balcon 110,F,Pozo Almonte 220,CliLib,T,Cerro Balcon 110
98,Pozo Almonte PMT,T,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Pozo Almonte PMT,F,Pozo Almonte 220,CliLib,T,Pozo Almonte PMT
99,Pozo Almonte 13.8,T,*,*,1,13.8,13.8,SING,TxT,50,6,SING,CNE,F,Pozo Almonte 13.8,F,Pozo Almonte 220,CliLib,T,Pozo Almonte 13.8
100,Salar del Carmen 110,F,*,*,1,110,110,SING,TxT,50,6,SING,CNE,F,Salar del Carmen 110,F,Atacama 220,CliLib,T,Salar del Carmen 110
101,Lagunas AUX 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Lagunas AUX 220,F,Lagunas 220,CliLib,T,Lagunas AUX 220
102,Tap Quiani,T,*,*,1,66,66,SING,TxT,50,6,SING,CNE,F,Quiani 066,F,Pozo Almonte 220,CliReg,T,Quiani 066
103,Nueva Mejillones 220,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Mejillones 220,F,Atacama 220,CliLib,T,Nueva Mejillones 220
104,Nueva Mejillones 500,F,*,*,1,500,500,SING,TxT,50,6,SING,CNE,F,Nueva Mejillones 500,F,Atacama 220,CliLib,T,Nueva Mejillones 500
105,Nueva Encuentro 220,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Encuentro 220,F,Encuentro 220,CliLib,T,Nueva Encuentro 220
106,Nueva Encuentro 500,F,*,*,1,500,500,SING,TxT,50,6,SING,CNE,F,Nueva Encuentro 500,F,Encuentro 220,CliLib,T,Nueva Encuentro 500
107,Encuentro 500,F,*,*,1,500,500,SING,TxT,50,6,SING,CNE,F,Encuentro 500,F,Encuentro 220,CliCmn,T,Encuentro 500
108,Crucero 220 Aux S,T,MesDic-2018,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Crucero 220 Aux S,F,Crucero 220,CliCmn,T,Crucero 220 Aux S
109,Encuentro 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Encuentro 220 Aux,F,Encuentro 220,CliCmn,T,Encuentro 220 Aux
110,EnlaceCE 220,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,EnlaceCE 220,F,Encuentro 220,CliCmn,T,EnlaceCE 220
111,EnlaceCE 220 Aux,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,EnlaceCE 220 Aux,F,Encuentro 220,CliCmn,T,EnlaceCE 220 Aux
112,Lagunas 220 Aux S,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Lagunas 220 Aux S,F,Lagunas 220,CliCmn,T,Lagunas 220 Aux S
113,Miraje 220,T,MesEne-2016,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Miraje 220,F,Encuentro 220,CliCmn,T,Miraje 220
114,Miraje 220 Aux,T,MesEne-2016,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Miraje 220 Aux,F,Encuentro 220,CliCmn,T,Miraje 220 Aux
115,Nueva Crucero Encuentro 220,T,MesDic-2018,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Crucero Encuentro 220,T,Nueva Crucero Encuentro 220,CliCmn,T,Nueva Crucero Encuentro 220
116,Nueva Crucero Encuentro 500,T,MesDic-2020,*,1,500,500,SING,TxT,50,6,SING,CNE,F,Nueva Crucero Encuentro 500,F,Encuentro 220,CliCmn,T,Nueva Crucero Encuentro 500
117,Nueva Mejillones 500 Aux,F,*,*,1,500,500,SING,TxT,50,6,SING,CNE,F,Nueva Mejillones 500 Aux,F,Atacama 220,CliCmn,T,Nueva Mejillones 500 Aux
118,Atacama 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Atacama 220 Aux,F,Atacama 220,CliCmn,T,Atacama 220 Aux
119,Kapatur 220,T,MesOct-2016,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Kapatur 220,T,Kapatur 220,CliCmn,T,Kapatur 220
120,Collahuasi 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Collahuasi 220 Aux,F,Lagunas 220,CliCmn,T,Collahuasi 220 Aux
121,Laberinto 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Laberinto 220 Aux,F,Laberinto 220,CliCmn,T,Laberinto 220 Aux
122,Calama 220,T,MesMar-2015,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Calama 220,T,Calama 220,CliCmn,T,Calama 220
123,Antucoya 220,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Antucoya 220,F,Encuentro 220,CliCmn,T,Antucoya 220
124,Antucoya 220 Aux,F,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Antucoya 220 Aux,F,Atacama 220,CliCmn,T,Antucoya 220 Aux
125,Maria Elena 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Maria Elena 220,T,Maria Elena 220,CliCmn,T,Maria Elena 220
126,Maria Elena 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Maria Elena 220 Aux,F,Crucero 220,CliCmn,T,Maria Elena 220 Aux
127,Nueva Pozo Almonte 220,T,MesJun-2019,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Pozo Almonte 220,F,Pozo Almonte 220,CliCmn,T,Nueva Pozo Almonte 220
128,Nueva Pozo Almonte 220 Aux,T,MesJun-2021,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Nueva Pozo Almonte 220 Aux,F,Pozo Almonte 220,CliCmn,T,Nueva Pozo Almonte 220 Aux
129,Parinacota 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Parinacota 220 Aux,F,Parinacota 220,CliCmn,T,Parinacota 220 Aux
130,Pozo Almonte 220 Aux,T,MesJun-2019,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Pozo Almonte 220 Aux,F,Pozo Almonte 220,CliCmn,T,Pozo Almonte 220 Aux
131,Quillagua 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Quillagua 220,T,Quillagua 220,CliCmn,T,Quillagua 220
132,Quillagua 220 Aux,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Quillagua 220 Aux,F,Crucero 220,CliCmn,T,Quillagua 220 Aux
133,OGP1 220,T,*,*,1,220,220,SING,TxT,50,6,SING,CNE,F,OGP1 220,F,Laberinto 220,CliCmn,T,OGP1 220
134,Centinela 220,T,MesMay-2020,*,1,220,220,SING,TxT,50,6,SING,CNE,F,El Tesoro 220,F,El Tesoro 220,CliLib,T,El Tesoro 220
135,Nueva Chuquicamata 220,T,MesJun-2020,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Chuquicamata 220,F,Chuquicamata 220,CliLib,T,Chuquicamata 220
136,Nueva Chuquicamata 220 Aux,T,MesJun-2020,*,1,220,220,SING,TxT,50,6,SING,CNE,F,Chuquicamata 220,F,Chuquicamata 220,CliLib,T,Chuquicamata 220
